captain_id,signup_ts,city,vehicle_type,acquisition_channel,signup_zone_id,device_tier,app_language,age_band,days_observed,eligible_for_funnel,AADHAAR_cleared,DL_cleared,FITNESS_cleared,INSURANCE_cleared,PERMIT_cleared,RC_cleared,decision_ts,final_status,last_stage_reached,docs_cleared,first_order_ts,orders_d7,orders_d30,online_hours_d30,signup_to_approval_days,approval_to_first_order_days
CPT118926,2026-03-30 15:52:00,Bangalore,Cab,organic_app,BAN-Z19,low,mr,25-34,92.33887731481481,True,True,True,False,False,False,True,,dropped_in_docs,PERMIT,3,,,,,,
CPT120254,2026-03-30 16:03:00,Pune,Auto,referral,PUN-Z04,low,mr,25-34,92.33123842592593,True,False,False,False,False,False,False,,dropped_in_docs,DL,0,,,,,,
CPT120990,2026-03-30 16:13:00,Delhi,ERickshaw,paid_digital,DEL-Z05,mid,kn,35-44,92.32429398148147,True,False,False,False,False,False,False,,dropped_in_docs,DL,0,,,,,,
CPT111619,2026-03-30 16:17:00,Pune,Auto,referral,PUN-Z01,mid,kn,25-34,92.32151620370371,True,True,True,False,False,False,True,,dropped_in_docs,PERMIT,3,,,,,,
CPT100656,2026-03-30 16:20:00,Hyderabad,Cab,organic_app,HYD-Z03,low,te,35-44,92.31943287037036,True,True,True,False,False,False,True,,dropped_in_docs,PERMIT,3,,,,,,
CPT101109,2026-03-30 16:43:00,Bangalore,Auto,organic_app,BAN-Z04,mid,en,25-34,92.30346064814815,True,True,True,False,False,True,True,,dropped_in_docs,FITNESS,4,,,,,,
CPT117823,2026-03-30 16:45:00,Bangalore,Auto,referral,BAN-Z02,mid,te,25-34,92.30207175925926,True,True,True,False,False,False,True,,dropped_in_docs,PERMIT,3,,,,,,
CPT104294,2026-03-30 16:50:00,Delhi,Auto,gc_telecalling,DEL-Z17,low,mr,25-34,92.29859953703703,True,False,True,False,False,False,False,,dropped_in_docs,RC,1,,,,,,
CPT117660,2026-03-30 16:52:00,Delhi,Auto,organic_app,DEL-Z22,mid,en,25-34,92.29721064814815,True,True,True,False,False,False,True,,dropped_in_docs,PERMIT,3,,,,,,
CPT101665,2026-03-30 16:52:00,Bangalore,Auto,organic_app,BAN-Z12,low,en,35-44,92.29721064814815,True,False,True,False,False,False,False,,dropped_in_docs,RC,1,,,,,,
CPT118514,2026-03-30 17:07:00,Hyderabad,Cab,referral,HYD-Z05,mid,kn,25-34,92.28679398148148,True,True,True,False,False,True,True,,dropped_in_docs,FITNESS,4,,,,,,
CPT111642,2026-03-30 17:09:00,Delhi,Auto,referral,DEL-Z10,mid,kn,45+,92.2854050925926,True,True,True,False,False,False,True,,dropped_in_docs,PERMIT,3,,,,,,
CPT113631,2026-03-30 17:16:00,Pune,Auto,paid_digital,PUN-Z13,low,te,18-24,92.28054398148149,True,False,False,False,False,False,False,,dropped_in_docs,DL,0,,,,,,
CPT113472,2026-03-30 17:26:00,Pune,Auto,fos_field,PUN-Z14,mid,kn,35-44,92.27359953703704,True,True,True,True,True,True,True,2026-04-06 06:48:19.465425113,approved,,6,2026-04-08 18:37:11.357298297,7.0,28.0,25.6,6.557169738716586,2.4922672670507406
CPT124618,2026-03-30 17:36:00,Hyderabad,Auto,organic_app,HYD-Z16,mid,kn,25-34,92.26665509259259,True,True,True,False,False,False,True,,dropped_in_docs,PERMIT,3,,,,,,
CPT100436,2026-03-30 17:59:00,Hyderabad,Auto,organic_app,HYD-Z04,low,kn,25-34,92.25068287037037,True,False,True,False,False,False,False,,dropped_in_docs,RC,1,,,,,,
CPT121036,2026-03-30 18:02:00,Pune,Cab,organic_app,PUN-Z18,mid,te,45+,92.24859953703704,True,True,True,False,False,True,True,,dropped_in_docs,FITNESS,4,,,,,,
CPT103307,2026-03-30 18:09:00,Hyderabad,Cab,referral,HYD-Z09,mid,te,45+,92.24373842592593,True,True,True,True,False,True,True,,dropped_in_docs,INSURANCE,5,,,,,,
CPT105957,2026-03-30 18:21:00,Delhi,ERickshaw,organic_app,DEL-Z22,low,hi,18-24,92.23540509259259,True,False,False,False,False,False,False,,dropped_in_docs,DL,0,,,,,,
CPT116624,2026-03-30 18:23:00,Delhi,Cab,referral,DEL-Z01,high,hi,18-24,92.2340162037037,True,True,True,True,True,True,True,2026-04-05 20:33:23.859340586,approved,,6,2026-04-06 21:19:50.937135140,17.0,78.0,70.5,6.090553927553079,1.032257844844375
CPT124321,2026-03-30 18:24:00,Pune,Auto,paid_digital,PUN-Z06,mid,hi,25-34,92.23332175925925,True,True,True,True,True,True,True,2026-04-06 02:19:09.699927172,approved,,6,2026-04-06 16:50:34.630443031,12.0,52.0,29.5,6.329973378786714,0.605149658748368
CPT120625,2026-03-30 18:25:00,Delhi,Auto,organic_app,DEL-Z10,low,hi,25-34,92.23262731481482,True,True,True,False,False,True,True,,dropped_in_docs,FITNESS,4,,,,,,
CPT114814,2026-03-30 18:34:00,Delhi,Cab,referral,DEL-Z17,low,kn,45+,92.22637731481481,True,False,True,False,False,False,False,,dropped_in_docs,RC,1,,,,,,
CPT114009,2026-03-30 18:36:00,Hyderabad,Cab,fos_field,HYD-Z01,mid,te,18-24,92.22498842592593,True,True,True,True,True,True,True,2026-04-04 14:16:21.584244983,approved,,6,2026-04-05 22:32:59.134073546,8.0,30.0,16.8,4.8196942620947105,1.3448790489417015
CPT110093,2026-03-30 18:53:00,Pune,Auto,fos_field,PUN-Z19,high,te,18-24,92.21318287037037,True,True,True,True,True,True,True,2026-04-06 00:55:59.304236039,approved,,6,2026-04-07 02:03:45.457332913,11.0,23.0,18.2,6.252075280509711,1.0470619571397453
CPT101756,2026-03-30 18:54:00,Delhi,ERickshaw,organic_app,DEL-Z05,high,en,25-34,92.21248842592593,True,True,True,True,False,False,True,,dropped_in_docs,FITNESS,4,,,,,,
CPT117073,2026-03-30 18:59:00,Hyderabad,Auto,organic_app,HYD-Z16,low,en,35-44,92.2090162037037,True,False,True,False,False,False,False,,dropped_in_docs,RC,1,,,,,,
CPT123493,2026-03-30 19:02:00,Pune,Auto,organic_app,PUN-Z05,low,hi,25-34,92.20693287037037,True,False,True,False,False,False,False,,dropped_in_docs,RC,1,,,,,,
CPT114698,2026-03-30 19:13:00,Delhi,ERickshaw,organic_app,DEL-Z07,low,mr,18-24,92.19929398148147,True,True,True,True,False,False,True,,dropped_in_docs,FITNESS,4,,,,,,
CPT118453,2026-03-30 19:14:00,Bangalore,Cab,organic_app,BAN-Z17,high,hi,25-34,92.19859953703704,True,True,True,True,False,True,True,,dropped_in_docs,INSURANCE,5,,,,,,
CPT110065,2026-03-30 19:19:00,Hyderabad,Auto,fos_field,HYD-Z15,mid,hi,18-24,92.19512731481481,True,True,True,False,False,False,True,,dropped_in_docs,PERMIT,3,,,,,,
CPT112755,2026-03-30 19:34:00,Bangalore,Cab,fos_field,BAN-Z04,low,mr,35-44,92.18471064814815,True,False,True,False,False,False,False,,dropped_in_docs,RC,1,,,,,,
CPT122959,2026-03-30 19:49:00,Bangalore,Auto,fos_field,BAN-Z01,low,mr,45+,92.17429398148148,True,True,True,True,True,True,True,2026-04-05 00:42:22.075510600,approved,,6,2026-04-05 01:46:25.063325611,6.0,13.0,9.9,5.20372772581713,0.044479025636701384
CPT101533,2026-03-30 19:52:00,Pune,Auto,referral,PUN-Z01,mid,mr,35-44,92.17221064814815,True,False,True,False,False,False,False,,dropped_in_docs,RC,1,,,,,,
CPT112279,2026-03-30 20:00:00,Hyderabad,Cab,paid_digital,HYD-Z10,low,kn,25-34,92.16665509259259,True,True,True,True,True,True,True,2026-04-03 12:39:01.548721066,approved,,6,2026-04-04 00:01:43.096157141,6.0,13.0,9.0,3.6937679250123376,0.47409198421383103
CPT124853,2026-03-30 20:01:00,Bangalore,Cab,organic_app,BAN-Z15,low,te,25-34,92.16596064814814,True,True,True,True,False,True,True,,dropped_in_docs,INSURANCE,5,,,,,,
CPT100913,2026-03-30 20:01:00,Bangalore,Auto,organic_app,BAN-Z07,low,te,25-34,92.16596064814814,True,True,True,True,True,True,True,2026-04-05 19:13:11.015887084,approved,,6,2026-04-08 19:29:41.194974959,5.0,15.0,9.6,5.966794165359769,3.0114604061096646
CPT118238,2026-03-30 20:02:00,Hyderabad,Auto,organic_app,HYD-Z06,mid,en,25-34,92.16526620370371,True,True,True,False,False,False,True,,dropped_in_docs,PERMIT,3,,,,,,
CPT110610,2026-03-30 20:05:00,Hyderabad,Cab,organic_app,HYD-Z08,low,en,18-24,92.16318287037036,True,False,False,False,False,False,False,,dropped_in_docs,DL,0,,,,,,
CPT113041,2026-03-30 20:06:00,Hyderabad,ERickshaw,paid_digital,HYD-Z10,low,kn,35-44,92.16248842592593,True,False,True,False,False,False,False,,dropped_in_docs,RC,1,,,,,,
CPT101688,2026-03-30 20:48:00,Delhi,Cab,fos_field,DEL-Z12,high,te,35-44,92.13332175925926,True,True,True,True,False,True,True,,dropped_in_docs,INSURANCE,5,,,,,,
CPT101608,2026-03-30 20:54:00,Pune,Auto,organic_app,PUN-Z20,mid,te,18-24,92.1291550925926,True,False,True,False,False,False,True,,dropped_in_docs,AADHAAR,2,,,,,,
CPT105115,2026-03-30 20:58:00,Delhi,Cab,gc_telecalling,DEL-Z13,mid,hi,25-34,92.12637731481482,True,True,True,False,False,False,True,,dropped_in_docs,PERMIT,3,,,,,,
CPT115710,2026-03-30 21:06:00,Bangalore,Cab,paid_digital,BAN-Z02,low,en,45+,92.12082175925926,True,False,True,False,False,False,False,,dropped_in_docs,RC,1,,,,,,
CPT104076,2026-03-30 21:12:00,Delhi,ERickshaw,referral,DEL-Z16,high,mr,35-44,92.1166550925926,True,True,True,False,False,False,True,,dropped_in_docs,PERMIT,3,,,,,,
CPT119049,2026-03-30 21:14:00,Bangalore,Auto,fos_field,BAN-Z12,low,te,25-34,92.1152662037037,True,True,True,True,True,True,True,2026-04-04 02:49:35.684998902,approved,,6,2026-04-05 11:27:43.998898678,7.0,18.0,13.5,4.2330519097095145,1.359818447914074
CPT113401,2026-03-30 21:16:00,Pune,Cab,organic_app,PUN-Z18,low,hi,18-24,92.11387731481481,True,False,True,False,False,False,False,,dropped_in_docs,RC,1,,,,,,
CPT108480,2026-03-30 21:28:00,Pune,Auto,organic_app,PUN-Z07,low,kn,18-24,92.10554398148147,True,True,True,True,True,True,True,2026-04-05 22:20:26.624326097,rejected,vehicle_age_policy,6,,,,,6.0364192630335305,
CPT115799,2026-03-30 21:28:00,Delhi,ERickshaw,referral,DEL-Z09,mid,te,35-44,92.10554398148147,True,True,True,True,True,False,True,2026-04-06 18:25:57.082846970,approved,,5,2026-04-08 03:19:11.767691964,3.0,20.0,14.9,6.873577347765856,1.3703088523726157
CPT121588,2026-03-30 21:32:00,Bangalore,ERickshaw,organic_app,BAN-Z11,mid,kn,25-34,92.10276620370371,True,True,True,True,True,False,True,2026-04-06 10:39:58.022724145,approved,,5,2026-04-07 12:03:42.014086177,8.0,26.0,15.3,6.5471993370850115,1.0581480481716667
CPT120901,2026-03-30 21:41:00,Delhi,Auto,fos_field,DEL-Z11,high,mr,25-34,92.0965162037037,True,True,True,False,False,True,True,,dropped_in_docs,FITNESS,4,,,,,,
CPT119521,2026-03-30 21:57:00,Bangalore,Cab,referral,BAN-Z18,mid,te,25-34,92.0854050925926,True,False,False,False,False,False,False,,dropped_in_docs,DL,0,,,,,,
CPT115948,2026-03-31 06:08:00,Bangalore,Auto,organic_app,BAN-Z02,mid,mr,25-34,91.74443287037037,True,True,True,True,True,True,True,2026-04-05 23:51:44.080173358,approved,,6,2026-04-07 06:51:21.333122886,18.0,42.0,37.0,5.738704631636088,1.291403390619537
CPT119582,2026-03-31 06:12:00,Pune,Auto,organic_app,PUN-Z21,low,hi,35-44,91.7416550925926,True,True,True,True,True,True,True,2026-04-06 13:54:35.878989101,approved,,6,2026-04-09 06:32:23.117872057,8.0,27.0,18.1,6.321248599410891,2.6929078574416203
CPT103237,2026-03-31 06:14:00,Hyderabad,Cab,referral,HYD-Z23,mid,kn,25-34,91.7402662037037,True,False,True,False,False,False,False,,dropped_in_docs,RC,1,,,,,,
CPT117126,2026-03-31 06:53:00,Hyderabad,ERickshaw,organic_app,HYD-Z24,low,kn,35-44,91.71318287037037,True,True,True,False,False,False,True,,dropped_in_docs,PERMIT,3,,,,,,
CPT106444,2026-03-31 06:56:00,Bangalore,Cab,fos_field,BAN-Z14,low,mr,35-44,91.71109953703704,True,True,True,True,False,True,True,,dropped_in_docs,INSURANCE,5,,,,,,
CPT120713,2026-03-31 07:06:00,Hyderabad,Cab,paid_digital,HYD-Z11,mid,te,35-44,91.70415509259259,True,False,False,False,False,False,False,,dropped_in_docs,DL,0,,,,,,
CPT124747,2026-03-31 07:17:00,Delhi,ERickshaw,referral,DEL-Z18,low,kn,35-44,91.69651620370371,True,False,True,False,False,False,True,,dropped_in_docs,AADHAAR,2,,,,,,
CPT104482,2026-03-31 07:18:00,Delhi,Cab,fos_field,DEL-Z13,low,hi,25-34,91.69582175925926,True,True,True,True,False,True,True,,dropped_in_docs,INSURANCE,5,,,,,,
CPT104810,2026-03-31 07:19:00,Hyderabad,Cab,organic_app,HYD-Z05,low,te,18-24,91.69512731481481,True,True,True,True,True,True,True,2026-04-05 15:11:37.993936510,approved,,6,2026-04-06 15:34:57.600199956,3.0,13.0,10.1,5.32821752241331,1.016199146567662
CPT107277,2026-03-31 07:23:00,Hyderabad,Auto,paid_digital,HYD-Z17,mid,mr,35-44,91.69234953703703,True,True,True,False,False,False,True,,dropped_in_docs,PERMIT,3,,,,,,
CPT102580,2026-03-31 07:26:00,Hyderabad,Auto,paid_digital,HYD-Z20,mid,te,35-44,91.6902662037037,True,True,True,True,False,True,True,,dropped_in_docs,INSURANCE,5,,,,,,
CPT114289,2026-03-31 07:35:00,Hyderabad,Auto,fos_field,HYD-Z09,mid,hi,18-24,91.6840162037037,True,True,True,True,True,True,True,2026-04-05 08:06:47.035486419,approved,,6,2026-04-08 07:02:00.068375011,3.0,31.0,22.3,5.022072169981701,2.955011954729074
CPT121292,2026-03-31 07:56:00,Bangalore,Cab,fos_field,BAN-Z23,mid,en,35-44,91.66943287037037,True,True,True,True,True,True,True,2026-04-06 02:24:05.500025990,approved,,6,2026-04-08 22:44:20.952713195,1.0,9.0,8.3,5.769508102152662,2.847401072768576
CPT119896,2026-03-31 08:00:00,Hyderabad,Auto,gc_telecalling,HYD-Z17,low,mr,35-44,91.66665509259259,True,False,True,False,False,False,False,,dropped_in_docs,RC,1,,,,,,
CPT110833,2026-03-31 08:16:00,Pune,Auto,organic_app,PUN-Z23,low,en,35-44,91.65554398148149,True,True,True,False,False,True,True,,dropped_in_docs,FITNESS,4,,,,,,
CPT124168,2026-03-31 08:41:00,Pune,Cab,gc_telecalling,PUN-Z06,mid,mr,25-34,91.63818287037037,True,True,True,False,False,True,True,,dropped_in_docs,FITNESS,4,,,,,,
CPT124904,2026-03-31 08:41:00,Bangalore,Cab,organic_app,BAN-Z08,high,en,25-34,91.63818287037037,True,False,False,False,False,False,False,,dropped_in_docs,DL,0,,,,,,
CPT104046,2026-03-31 08:46:00,Bangalore,Cab,paid_digital,BAN-Z17,mid,kn,18-24,91.63471064814814,True,False,False,False,False,False,False,,dropped_in_docs,DL,0,,,,,,
CPT105609,2026-03-31 08:56:00,Pune,Auto,organic_app,PUN-Z11,low,kn,35-44,91.6277662037037,True,False,True,False,False,False,False,,dropped_in_docs,RC,1,,,,,,
CPT114286,2026-03-31 09:01:00,Pune,Auto,organic_app,PUN-Z15,low,te,18-24,91.62429398148149,True,False,True,False,False,False,False,,dropped_in_docs,RC,1,,,,,,
CPT121661,2026-03-31 09:07:00,Hyderabad,Auto,organic_app,HYD-Z24,low,en,35-44,91.62012731481481,True,True,True,False,False,False,True,,dropped_in_docs,PERMIT,3,,,,,,
CPT115731,2026-03-31 09:10:00,Delhi,Auto,fos_field,DEL-Z15,low,te,25-34,91.61804398148148,True,True,True,False,False,True,True,,dropped_in_docs,FITNESS,4,,,,,,
CPT114430,2026-03-31 09:12:00,Delhi,ERickshaw,organic_app,DEL-Z04,low,te,18-24,91.6166550925926,True,False,False,False,False,False,False,,dropped_in_docs,DL,0,,,,,,
CPT116894,2026-03-31 09:22:00,Delhi,ERickshaw,referral,DEL-Z04,low,en,25-34,91.60971064814815,True,False,True,False,False,False,True,,dropped_in_docs,AADHAAR,2,,,,,,
CPT107247,2026-03-31 09:32:00,Delhi,ERickshaw,referral,DEL-Z22,mid,mr,18-24,91.60276620370371,True,False,True,False,False,False,False,,dropped_in_docs,RC,1,,,,,,
CPT109439,2026-03-31 09:33:00,Delhi,Auto,paid_digital,DEL-Z12,low,en,45+,91.60207175925926,True,True,True,False,False,False,True,,dropped_in_docs,PERMIT,3,,,,,,
CPT110917,2026-03-31 09:44:00,Hyderabad,Cab,organic_app,HYD-Z13,low,te,45+,91.59443287037037,True,True,True,True,False,True,True,,dropped_in_docs,INSURANCE,5,,,,,,
CPT101618,2026-03-31 09:45:00,Bangalore,Auto,referral,BAN-Z15,mid,mr,25-34,91.59373842592592,True,True,True,True,False,True,True,,dropped_in_docs,INSURANCE,5,,,,,,
CPT116075,2026-03-31 09:52:00,Hyderabad,Auto,fos_field,HYD-Z13,low,mr,25-34,91.58887731481481,True,False,False,False,False,False,False,,dropped_in_docs,DL,0,,,,,,
CPT115893,2026-03-31 09:52:00,Bangalore,Cab,paid_digital,BAN-Z01,high,mr,35-44,91.58887731481481,True,True,True,False,False,True,True,,dropped_in_docs,FITNESS,4,,,,,,
CPT100750,2026-03-31 09:53:00,Hyderabad,Cab,paid_digital,HYD-Z24,mid,en,25-34,91.58818287037037,True,False,True,False,False,False,False,,dropped_in_docs,RC,1,,,,,,
CPT105561,2026-03-31 10:04:00,Delhi,Auto,paid_digital,DEL-Z19,high,te,18-24,91.58054398148148,True,True,True,True,True,True,True,2026-04-07 02:23:14.835902231,approved,,6,2026-04-12 00:51:15.062018300,2.0,29.0,23.9,6.680032822942489,4.936113728195243
CPT123161,2026-03-31 10:15:00,Hyderabad,ERickshaw,organic_app,HYD-Z13,low,hi,25-34,91.57290509259259,True,False,True,False,False,False,False,,dropped_in_docs,RC,1,,,,,,
CPT100445,2026-03-31 10:19:00,Bangalore,Auto,gc_telecalling,BAN-Z01,mid,te,35-44,91.57012731481481,True,False,True,False,False,False,False,,dropped_in_docs,RC,1,,,,,,
CPT107937,2026-03-31 10:22:00,Bangalore,Cab,referral,BAN-Z14,mid,te,18-24,91.56804398148148,True,False,True,False,False,False,False,,dropped_in_docs,RC,1,,,,,,
CPT104112,2026-03-31 10:25:00,Pune,Auto,fos_field,PUN-Z16,mid,en,25-34,91.56596064814815,True,False,True,False,False,False,False,,dropped_in_docs,RC,1,,,,,,
CPT101791,2026-03-31 10:26:00,Hyderabad,Cab,referral,HYD-Z16,low,en,35-44,91.5652662037037,True,False,True,False,False,False,False,,dropped_in_docs,RC,1,,,,,,
CPT114609,2026-03-31 10:33:00,Pune,Auto,fos_field,PUN-Z11,high,mr,35-44,91.56040509259259,True,True,True,False,False,False,True,,dropped_in_docs,PERMIT,3,,,,,,
CPT107349,2026-03-31 10:34:00,Delhi,Auto,paid_digital,DEL-Z12,low,en,25-34,91.55971064814815,True,True,True,False,False,True,True,,dropped_in_docs,FITNESS,4,,,,,,
CPT100505,2026-03-31 10:53:00,Pune,Auto,referral,PUN-Z17,mid,mr,35-44,91.5465162037037,True,True,True,False,False,False,True,,dropped_in_docs,PERMIT,3,,,,,,
CPT119217,2026-03-31 11:06:00,Delhi,Auto,organic_app,DEL-Z22,low,en,25-34,91.53748842592593,True,True,True,False,False,False,True,,dropped_in_docs,PERMIT,3,,,,,,
CPT119742,2026-03-31 11:24:00,Delhi,Auto,organic_app,DEL-Z09,low,mr,25-34,91.52498842592593,True,True,True,True,False,True,True,,dropped_in_docs,INSURANCE,5,,,,,,
CPT115672,2026-03-31 11:24:00,Hyderabad,Cab,organic_app,HYD-Z13,high,kn,35-44,91.52498842592593,True,True,True,True,False,True,True,,dropped_in_docs,INSURANCE,5,,,,,,
CPT104304,2026-03-31 11:40:00,Hyderabad,Cab,fos_field,HYD-Z02,low,mr,25-34,91.51387731481482,True,True,True,True,False,True,True,,dropped_in_docs,INSURANCE,5,,,,,,
CPT120610,2026-03-31 11:52:00,Pune,Cab,fos_field,PUN-Z24,mid,te,25-34,91.50554398148148,True,True,True,False,False,True,True,,dropped_in_docs,FITNESS,4,,,,,,
CPT112728,2026-03-31 11:56:00,Hyderabad,ERickshaw,referral,HYD-Z04,low,hi,35-44,91.5027662037037,True,False,False,False,False,False,False,,dropped_in_docs,DL,0,,,,,,
CPT103670,2026-03-31 12:04:00,Pune,Cab,paid_digital,PUN-Z12,high,en,45+,91.49721064814815,True,False,True,False,False,False,True,,dropped_in_docs,AADHAAR,2,,,,,,
CPT109750,2026-03-31 12:21:00,Hyderabad,Auto,fos_field,HYD-Z03,low,hi,25-34,91.48540509259259,True,True,True,True,True,True,True,2026-04-06 09:43:57.788436508,approved,,6,2026-04-08 00:50:51.269358523,2.0,29.0,16.3,5.890946625422546,1.629785658819618
CPT100796,2026-03-31 12:31:00,Bangalore,Cab,referral,BAN-Z02,mid,en,25-34,91.47846064814814,True,True,True,False,False,False,True,,dropped_in_docs,PERMIT,3,,,,,,
CPT101716,2026-03-31 12:36:00,Bangalore,Cab,referral,BAN-Z14,low,en,25-34,91.47498842592593,True,False,False,False,False,False,False,,dropped_in_docs,DL,0,,,,,,
CPT122600,2026-03-31 12:48:00,Pune,ERickshaw,organic_app,PUN-Z03,low,hi,45+,91.46665509259259,True,False,True,False,False,False,True,,dropped_in_docs,AADHAAR,2,,,,,,
CPT103877,2026-03-31 13:03:00,Bangalore,Auto,paid_digital,BAN-Z15,mid,hi,18-24,91.45623842592593,True,False,True,False,False,False,False,,dropped_in_docs,RC,1,,,,,,
CPT104541,2026-03-31 13:10:00,Delhi,Auto,gc_telecalling,DEL-Z21,low,mr,25-34,91.45137731481482,True,False,True,False,False,False,False,,dropped_in_docs,RC,1,,,,,,
CPT105694,2026-03-31 13:17:00,Hyderabad,Cab,referral,HYD-Z20,mid,hi,18-24,91.44651620370371,True,True,True,True,True,True,True,2026-04-07 13:50:28.094668826,approved,,6,2026-04-11 06:43:51.071333078,15.0,58.0,40.8,7.023241836444745,3.70373815583625
CPT111140,2026-03-31 13:27:00,Hyderabad,Auto,fos_field,HYD-Z07,low,te,35-44,91.43957175925927,True,True,True,True,False,True,True,,dropped_in_docs,INSURANCE,5,,,,,,
CPT107398,2026-03-31 13:31:00,Hyderabad,Auto,fos_field,HYD-Z23,high,kn,18-24,91.43679398148149,True,True,True,True,False,True,True,,dropped_in_docs,INSURANCE,5,,,,,,
CPT111089,2026-03-31 13:34:00,Delhi,ERickshaw,paid_digital,DEL-Z23,low,kn,18-24,91.43471064814815,True,False,True,False,False,False,False,,dropped_in_docs,RC,1,,,,,,
CPT104497,2026-03-31 13:38:00,Bangalore,Auto,organic_app,BAN-Z04,low,mr,25-34,91.43193287037037,True,False,True,False,False,False,False,,dropped_in_docs,RC,1,,,,,,
CPT122864,2026-03-31 13:39:00,Delhi,Auto,fos_field,DEL-Z09,low,kn,35-44,91.43123842592593,True,True,True,True,True,True,True,2026-04-05 16:59:36.624161320,approved,,6,2026-04-06 10:23:01.150261720,10.0,44.0,27.9,5.139312779644907,0.7245894224583334
CPT121599,2026-03-31 13:48:00,Pune,Cab,gc_telecalling,PUN-Z01,mid,mr,35-44,91.42498842592593,True,True,True,False,False,False,True,,dropped_in_docs,PERMIT,3,,,,,,
CPT100638,2026-03-31 14:00:00,Pune,ERickshaw,referral,PUN-Z05,low,hi,25-34,91.41665509259259,True,True,True,True,False,False,True,,dropped_in_docs,FITNESS,4,,,,,,
CPT107710,2026-03-31 14:04:00,Delhi,Cab,referral,DEL-Z11,mid,mr,35-44,91.41387731481481,True,False,True,False,False,False,False,,dropped_in_docs,RC,1,,,,,,
CPT111393,2026-03-31 14:34:00,Hyderabad,Cab,fos_field,HYD-Z14,high,hi,25-34,91.39304398148148,True,True,True,True,False,True,True,,dropped_in_docs,INSURANCE,5,,,,,,
CPT107778,2026-03-31 14:47:00,Hyderabad,Cab,referral,HYD-Z02,mid,mr,25-34,91.38401620370371,True,True,True,True,False,True,True,,dropped_in_docs,INSURANCE,5,,,,,,
CPT111074,2026-03-31 14:48:00,Delhi,ERickshaw,fos_field,DEL-Z02,high,mr,45+,91.38332175925926,True,True,True,True,True,False,True,2026-04-07 06:48:20.135471137,approved,,5,2026-04-09 08:11:11.090102607,6.0,20.0,11.0,6.666899716101123,2.0575341971234953
CPT117084,2026-03-31 15:35:00,Bangalore,Auto,referral,BAN-Z20,mid,en,35-44,91.35068287037036,True,False,True,False,False,False,True,,dropped_in_docs,AADHAAR,2,,,,,,
CPT100562,2026-03-31 16:04:00,Hyderabad,ERickshaw,referral,HYD-Z21,low,hi,35-44,91.33054398148148,True,True,True,True,True,False,True,2026-04-08 02:53:46.791477444,approved,,5,2026-04-10 18:00:45.224904444,5.0,32.0,29.7,7.4512360124704164,2.6298429794791667
CPT122010,2026-03-31 16:05:00,Bangalore,Cab,fos_field,BAN-Z08,mid,mr,25-34,91.32984953703703,True,False,True,False,False,False,False,,dropped_in_docs,RC,1,,,,,,
CPT107443,2026-03-31 16:05:00,Hyderabad,ERickshaw,fos_field,HYD-Z23,low,en,45+,91.32984953703703,True,True,True,True,True,False,True,2026-04-05 04:25:27.000470054,approved,,5,2026-04-06 15:46:27.674307754,4.0,22.0,19.1,4.514201394329328,1.4729244657141203
CPT108366,2026-03-31 16:18:00,Hyderabad,Auto,referral,HYD-Z22,high,te,25-34,91.32082175925926,True,True,True,True,True,True,True,2026-04-07 06:50:14.117603308,approved,,6,2026-04-11 20:56:16.086325019,9.0,27.0,17.7,6.605718953741992,4.587522786130915
CPT120729,2026-03-31 16:23:00,Delhi,ERickshaw,fos_field,DEL-Z10,high,hi,35-44,91.31734953703703,True,True,True,True,True,False,True,2026-04-07 02:02:18.962791564,approved,,5,2026-04-08 14:08:42.699475850,8.0,17.0,12.9,6.402302810087545,1.504441396808866
CPT104064,2026-03-31 16:28:00,Pune,Auto,referral,PUN-Z13,low,hi,18-24,91.31387731481482,True,False,True,False,False,False,True,,dropped_in_docs,AADHAAR,2,,,,,,
CPT122565,2026-03-31 16:30:00,Pune,Auto,gc_telecalling,PUN-Z16,low,mr,25-34,91.31248842592592,True,True,True,False,False,True,True,,dropped_in_docs,FITNESS,4,,,,,,
CPT111604,2026-03-31 16:31:00,Hyderabad,ERickshaw,fos_field,HYD-Z24,low,mr,25-34,91.31179398148149,True,True,True,True,False,False,True,,dropped_in_docs,FITNESS,4,,,,,,
CPT110834,2026-03-31 16:35:00,Hyderabad,Cab,fos_field,HYD-Z14,mid,te,18-24,91.3090162037037,True,True,True,True,False,True,True,,dropped_in_docs,INSURANCE,5,,,,,,
CPT108734,2026-03-31 16:44:00,Hyderabad,Auto,fos_field,HYD-Z09,high,kn,35-44,91.3027662037037,True,False,True,False,False,False,False,,dropped_in_docs,RC,1,,,,,,
CPT109083,2026-03-31 16:44:00,Delhi,Cab,paid_digital,DEL-Z11,mid,mr,35-44,91.3027662037037,True,True,True,False,False,True,True,,dropped_in_docs,FITNESS,4,,,,,,
CPT113521,2026-03-31 16:47:00,Delhi,Auto,organic_app,DEL-Z04,high,kn,35-44,91.30068287037037,True,True,True,True,False,True,True,,dropped_in_docs,INSURANCE,5,,,,,,
CPT115597,2026-03-31 16:51:00,Hyderabad,Cab,referral,HYD-Z09,mid,te,45+,91.29790509259259,True,True,True,True,False,True,True,,dropped_in_docs,INSURANCE,5,,,,,,
